,tconst,movie,link,runtime,genres,day,month,year,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
11115,tt1985949,The Angry Birds Movie,/movie/Angry-Birds-Movie-The,97,"Adventure,Animation,Comedy",20,05,2016,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,107509366.0,,,,,,,,,,,,,,,,,,,,,,,,,,12428828.0,,,,
11117,tt5215952,The Wailing,/movie/Goksung-(S-Korea),156,"Horror,Mystery,Thriller",20,05,2016,Well Go USA,,,,,,,,,,,,,,,,,,,,,,786633.0,,,,,,,,,,,,,,,,,,,,,,,,,,90940.0,,,,
11118,tt3471098,Maggie's Plan,/movie/Maggies-Plan,98,"Comedy,Drama,Romance",20,05,2016,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,,,,3351735.0,,,,,,,,,,,,,,,,,,,,,,,,,,387483.0,,,,
11119,tt5595240,Kaptaan,/movie/Kaptaan-(Pakistan),142,"Comedy,Drama,Family",20,05,2016,UTV Communications,,,,,,,,,,,,,,,,,,,,,,203790.0,,,,,,,,,,,,,,,,,,,,,,,,,,23559.0,,,,
11122,tt3080844,Almost Holy,/movie/Crocodile-Gennadiy,96,"Biography,Documentary,Drama",20,05,2016,The Orchard,,,,,,,,,,,,,,,,,,,,,,21142.0,,,,,,,,,,,,,,,,,,,,,,,,,,2444.0,,,,
11123,tt3799694,The Nice Guys,/movie/Nice-Guys-The,116,"Action,Comedy,Crime",20,05,2016,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,36261763.0,,,,,,,,,,,,,,,,,,,,,,,,,,4192111.0,,,,
11124,tt4438848,Neighbors 2: Sorority Rising,/movie/Neighbors-2-Sorority-Rising,92,Comedy,20,05,2016,Universal,,,,,,,,,,,,,,,,,,,,,,55340730.0,,,,,,,,,,,,,,,,,,,,,,,,,,6397772.0,,,,
11125,tt3480886,Ma Ma,/movie/Ma-Ma,111,Drama,20,05,2016,Oscilloscope Pict…,,,,,,,,,,,,,,,,,,,,,,47258.0,,,,,,,,,,,,,,,,,,,,,,,,,,5463.0,,,,
11126,tt5278596,Weiner,/movie/Weiner,96,Documentary,20,05,2016,Sundance Selects,,,,,,,,,,,,,,,,,,,,,,1675196.0,,,,,,,,,,,,,,,,,,,,,,,,,,193664.0,,,,
11127,tt4526922,The Unknowns,/movie/Unknowns-The-(2015),85,Documentary,23,05,2016,Gathr Films,,,,,,,,,,,,,,,,,,,,,,29284.0,,,,,,,,,,,,,,,,,,,,,,,,,,3385.0,,,,
11129,tt5016028,Unlocking the Cage,/movie/Unlocking-the-Cage,91,"Documentary,Drama,History",25,05,2016,First Run Features,,,,,,,,,,,,,,,,,,,,,,27284.0,,,,,,,,,,,,,,,,,,,,,,,,,,3154.0,,,,
11130,tt3385516,X-Men: Apocalypse,/movie/X-Men-Apocalypse-(2016),144,"Action,Adventure,Sci-Fi",27,05,2016,20th Century Fox,,,,,,,,,,,,,,,,,,,,,,155442489.0,,,,,,,,,,,,,,,,,,,,,,,,,,17970229.0,,,,
11131,tt3275194,The Romans,/movie/Romans-The-(2014),97,Drama,27,05,2016,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,18016.0,1689.0,,,,,,,,,,,,,,,,,,,,,,,,,2082.0,188.0,,,
11134,tt4161074,Presenting Princess Shaw,/movie/Presenting-Princess-Shaw,83,"Documentary,Music",27,05,2016,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,60197.0,,,,,,,,,,,,,,,,,,,,,,,,,,6959.0,,,,
11135,tt4126438,The Ones Below,/movie/Ones-Below-The,87,"Drama,Thriller",27,05,2016,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,12488.0,,,,,,,,,,,,,,,,,,,,,,,,,,1443.0,,,,
11136,tt3526706,Chevalier,/movie/Chevalier,105,"Comedy,Drama",27,05,2016,Strand,,,,,,,,,,,,,,,,,,,,,,25696.0,,,,,,,,,,,,,,,,,,,,,,,,,,2970.0,,,,
11137,tt5684466,A Aa,/movie/A-Aa,152,"Comedy,Drama,Romance",01,06,2016,Bluesky Cinemas,,,,,,,,,,,,,,,,,,,,,,2313043.0,,,,,,,,,,,,,,,,,,,,,,,,,,267403.0,,,,
11138,tt4238858,The Fits,/movie/Fits-The,72,"Drama,Music",03,06,2016,Oscilloscope Pict…,,,,,,,,,,,,,,,,,,,,,,166425.0,,,,,,,,,,,,,,,,,,,,,,,,,,19239.0,,,,
11139,tt4559046,Housefull 3,/movie/Housefull-3,140,"Action,Comedy",03,06,2016,Eros Entertainment,,,,,,,,,,,,,,,,,,,,,,1326999.0,,,,,,,,,,,,,,,,,,,,,,,,,,153410.0,,,,
11140,tt5001130,Time to Choose,/movie/Time-to-Choose,100,Documentary,03,06,2016,Abramorama Films,,,,,,,,,,,,,,,,,,,,,,29233.0,,,,,,,,,,,,,,,,,,,,,,,,,,3379.0,,,,
11141,tt0084191,Kamikaze 89,/movie/Kamikaze-1989,106,"Sci-Fi,Thriller",03,06,2016,Film Movement,,,,,,,,,,,,,,,,,,,,,,22440.0,,,,,,,,,,,,,,,,,,,,,,,,,,2594.0,,,,
11143,tt2674430,Approaching the Unknown,/movie/Approaching-the-Unknown,90,"Drama,Sci-Fi,Thriller",03,06,2016,Vertical Entertai…,,,,,,,,,,,,,,,,,,,,,,10232.0,,,,,,,,,,,,,,,,,,,,,,,,,,1182.0,,,,
11144,tt2674426,Me Before You,/movie/Me-Before-You,106,"Drama,Romance",03,06,2016,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,56245075.0,,,,,,,,,,,,,,,,,,,,,,,,,,6502321.0,,,,
11147,tt4266910,Art Bastard,/movie/Art-Bastard,82,"Biography,Comedy,Documentary",03,06,2016,CAVU Releasing,,,,,,,,,,,,,,,,,,,,,,19600.0,,,,,,,,,,,,,,,,,,,,,,,,,,2265.0,,,,
11148,tt3477172,Restored Me,/movie/Restored-Me,135,Drama,06,06,2016,Gathr Films,,,,,,,,,,,,,,,,,,,,,,36633.0,,,,,,,,,,,,,,,,,,,,,,,,,,4235.0,,,,
11149,tt4721400,From Afar,/movie/Desde-alla-(Mexico),93,"Drama,Romance",08,06,2016,Strand,,,,,,,,,,,,,,,,,,,,,,30169.0,,,,,,,,,,,,,,,,,,,,,,,,,,3487.0,,,,
11152,tt2711898,Diary of a Chambermaid,/movie/Journal-d-une-femme-de-chambre-Le-(2016),96,Drama,10,06,2016,Cohen Media Group,,,,,,,,,,,,,,,,,,,,,,53581.0,,,,,,,,,,,,,,,,,,,,,,,,,,6194.0,,,,
11153,tt3400980,Therapy For A Vampire,/movie/Vampir-auf-der-Couch-Der-(Austria),87,"Comedy,Horror",10,06,2016,Music Box Films,,,,,,,,,,,,,,,,,,,,,,30115.0,,,,,,,,,,,,,,,,,,,,,,,,,,3481.0,,,,
11154,tt3730510,Puerto Ricans in Paris,/movie/Puerto-Ricans-in-Paris,82,Comedy,10,06,2016,Focus World,,,,,,,,,,,,,,,,,,,,,,102890.0,,,,,,,,,,,,,,,,,,,,,,,,,,11894.0,,,,
11155,tt0803096,Warcraft,/movie/Warcraft,123,"Action,Adventure,Fantasy",10,06,2016,Universal,,,,,,,,,,,,,,,,,,,,,,47365290.0,,,,,,,,,,,,,,,,,,,,,,,,,,5475756.0,,,,
11156,tt4482858,Tikkun,/movie/Tikkun-(Israel),119,"Drama,Mystery",10,06,2016,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,13358.0,,,,,,,,,,,,,,,,,,,,,,,,,,1544.0,,,,
11157,tt3680410,Last Cab to Darwin,/movie/Last-Cab-to-Darwin-(Australia),123,"Adventure,Comedy,Drama",10,06,2016,First Run Features,,,,,,,,,,,,,,,,,,,,,,34193.0,,,,,,,,,,,,,,,,,,,,,,,,,,3952.0,,,,
11158,tt1683048,De Palma,/movie/De-Palma,110,"Biography,Documentary",10,06,2016,A24,,,,,,,,,,,,,,,,,,,,,,165237.0,,,,,,,,,,,,,,,,,,,,,,,,,,19102.0,,,,
11159,tt4061010,Blackway,/movie/Blackway,90,Thriller,10,06,2016,Electric Entertai…,,,,,,,,,,,,,,,,,,,,,,27079.0,,,,,,,,,,,,,,,,,,,,,,,,,,3130.0,,,,
11161,tt5615222,Call Her Applebroog,/movie/Call-Her-Applebroog,70,Documentary,10,06,2016,Zeitgeist,,,,,,,,,,,,,,,,,,,,,,4842.0,,,,,,,,,,,,,,,,,,,,,,,,,,559.0,,,,
11162,tt3110958,Now You See Me 2,/movie/Now-You-See-Me-2,129,"Action,Adventure,Comedy",10,06,2016,Lionsgate,,,,,,,,,,,,,,,,,,,,,,65075540.0,,,,,,,,,,,,,,,,,,,,,,,,,,7523183.0,,,,
11163,tt4814290,Te3n,/movie/Te3n-(India),136,"Drama,Mystery,Thriller",10,06,2016,Reliance Entertai…,,,,,,,,,,,,,,,,,,,,,,331507.0,,,,,,,,,,,,,,,,,,,,,,,,,,38324.0,,,,
11164,tt1703957,Genius,/movie/Genius,104,"Biography,Drama",10,06,2016,Roadside Attractions,,,,,,,,,,,,,,,,,,,,,,1361045.0,,,,,,,,,,,,,,,,,,,,,,,,,,157346.0,,,,
11165,tt4687276,Range 15,/movie/Range-15,89,"Action,Comedy,Horror",15,06,2016,Tugg,,,,,,,,,,,,,,,,,,,,,,575258.0,,,,,,,,,,,,,,,,,,,,,,,,,,66503.0,,,,
11169,tt4035268,Cosmos,/movie/Cosmos-(2015),103,Drama,17,06,2016,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,25856.0,,,,,,,,,,,,,,,,,,,,,,,,,,2989.0,,,,
11170,tt5278506,Tickled,/movie/Tickled-(2016),92,"Crime,Documentary,Mystery",17,06,2016,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,613956.0,,,,,,,,,,,,,,,,,,,,,,,,,,70977.0,,,,
11172,tt2566644,Seoul Searching,/movie/Seoul-Searching,105,"Comedy,Drama,Music",17,06,2016,Mondo Paradiso Films,,,,,,,,,,,,,,,,,,,,,,18654.0,,,,,,,,,,,,,,,,,,,,,,,,,,2156.0,,,,
11173,tt5815940,Gentleman,/movie/Gentleman-(India),144,"Mystery,Romance,Thriller",17,06,2016,Gaatri Media,,,,,,,,,,,,,,,,,,,,,,897876.0,,,,,,,,,,,,,,,,,,,,,,,,,,103800.0,,,,
11175,tt4483460,Argentina,/movie/Argentina-(2015),85,"Documentary,Musical",17,06,2016,First Run Features,,,,,,,,,,,,,,,,,,,,,,14869.0,,,,,,,,,,,,,,,,,,,,,,,,,,1718.0,,,,
11177,tt3440132,Golden Kingdom,/movie/Golden-Kingdom-(2015),104,Drama,17,06,2016,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,8077.0,,,,,,,,,,,,,,,,,,,,,,,,,,933.0,,,,
11178,tt2277860,Finding Dory,/movie/Finding-Dory,97,"Adventure,Animation,Comedy",17,06,2016,Walt Disney,,,,,,,,,,,,,,,,,,,,,,486295561.0,,,,,,,,,,,,,,,,,,,,,,,,,,56219140.0,,,,
11179,tt1489889,Central Intelligence,/movie/Central-Intelligence,107,"Action,Comedy,Crime",17,06,2016,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,127440871.0,,,,,,,,,,,,,,,,,,,,,,,,,,14733049.0,,,,
11180,tt5236900,Nuts!,/movie/Nuts-(2016),79,"Animation,Documentary",22,06,2016,Life Sentence Fil…,,,,,,,,,,,,,,,,,,,,,,44230.0,,,,,,,,,,,,,,,,,,,,,,,,,,5113.0,,,,
11181,tt4034354,Swiss Army Man,/movie/Swiss-Army-Man,97,"Comedy,Drama,Fantasy",24,06,2016,A24,,,,,,,,,,,,,,,,,,,,,,4210454.0,,,,,,,,,,,,,,,,,,,,,,,,,,486757.0,,,,
11182,tt4698684,Hunt for the Wilderpeople,/movie/Hunt-for-the-Wilderpeople,101,"Adventure,Comedy,Drama",24,06,2016,The Orchard,,,,,,,,,,,,,,,,,,,,,,5205471.0,,,,,,,,,,,,,,,,,,,,,,,,,,601788.0,,,,
11183,tt4228294,Les Cowboys,/movie/Cowboys-Les,104,Drama,24,06,2016,Cohen Media Group,,,,,,,,,,,,,,,,,,,,,,73725.0,,,,,,,,,,,,,,,,,,,,,,,,,,8523.0,,,,
11184,tt4276112,Breaking a Monster,/movie/Breaking-a-Monster,92,"Biography,Documentary,Drama",24,06,2016,Abramorama Films,,,,,,,,,,,,,,,,,,,,,,4212.0,,,,,,,,,,,,,,,,,,,,,,,,,,486.0,,,,
11185,tt1974419,The Neon Demon,/movie/Neon-Demon-The,117,"Horror,Thriller",24,06,2016,Broad Green Pictures,,,,,,,,,,,,,,,,,,,,,,1333124.0,,,,,,,,,,,,,,,,,,,,,,,,,,154118.0,,,,
11186,tt3903852,Vigilante Diaries,/movie/Vigilante-Diaries,107,"Action,Crime,Thriller",24,06,2016,Anchor Bay Entert…,,,,,,,,,,,,,,,,,,,,,,1991.0,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,,,,
11187,tt4144190,Wiener-Dog,/movie/Wiener-Dog,88,"Comedy,Drama",24,06,2016,Sundance Selects,,,,,,,,,,,,,,,,,,,,,,470575.0,,,,,,,,,,,,,,,,,,,,,,,,,,54401.0,,,,
11188,tt4768776,"Right Now, Wrong Then",/movie/Ji-geum-eun-mat-go-geu-ddae-neun-teul-li-da,121,Drama,24,06,2016,Grasshopper Film,,,,,,,,,,,,,,,,,,,,,,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,2828.0,,,,
11189,tt1628841,Independence Day: Resurgence,/movie/Independence-Day-Resurgence,120,"Action,Adventure,Sci-Fi",24,06,2016,20th Century Fox,,,,,,,,,,,,,,,,,,,,,,103144286.0,,,,,,,,,,,,,,,,,,,,,,,,,,11924194.0,,,,
11191,tt4052882,The Shallows,/movie/Shallows-The,86,"Action,Drama,Horror",24,06,2016,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,55121623.0,,,,,,,,,,,,,,,,,,,,,,,,,,6372441.0,,,,
11192,tt1124037,Free State of Jones,/movie/Free-State-of-Jones,139,"Action,Biography,Drama",24,06,2016,STX Entertainment,,,,,,,,,,,,,,,,,,,,,,20810036.0,,,,,,,,,,,,,,,,,,,,,,,,,,2405784.0,,,,
11194,tt3809478,The Kind Words,/movie/Kind-Words-The,118,Drama,24,06,2016,Strand,,,,,,,,,,,,,,,,,,,,,,135382.0,,,,,,,,,,,,,,,,,,,,,,,,,,15651.0,,,,
11195,tt3691740,The BFG,/movie/BFG-The-(2016),117,"Adventure,Family,Fantasy",01,07,2016,Walt Disney,,,,,,,,,,,,,,,,,,,,,,55483770.0,,,,,,,,,,,,,,,,,,,,,,,,,,6414308.0,,,,
11196,tt0918940,The Legend of Tarzan,/movie/Legend-of-Tarzan-The,110,"Action,Adventure,Drama",01,07,2016,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,126643061.0,,,,,,,,,,,,,,,,,,,,,,,,,,14640816.0,,,,
11197,tt3922816,The Daughter,/movie/Daughter-The-(Australia),96,Drama,01,07,2016,Mongrel Media,,,,,,,,,,,,,,,,,,,,,,57502.0,9647.0,,,,,,,,,,,,,,,,,,,,,,,,,6647.0,1075.0,,,
11199,tt4796122,Satanic,/movie/Satanic,85,Horror,01,07,2016,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,252.0,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,
11200,tt3791268,Roseanne for President!,/movie/Roseanne-for-President,96,"Biography,Comedy,Documentary",01,07,2016,IFC Films,,,,,,,,,,,,,,,,,,,,,,4734.0,,,,,,,,,,,,,,,,,,,,,,,,,,547.0,,,,
11202,tt3917210,"Life, Animated",/movie/Life-Animated,92,"Comedy,Documentary,Drama",01,07,2016,The Orchard,,,,,,,,,,,,,,,,,,,,,,254738.0,,,,,,,,,,,,,,,,,,,,,,,,,,29449.0,,,,
11203,tt1995390,Our Kind of Traitor,/movie/Our-Kind-of-Traitor,108,"Crime,Drama,Thriller",01,07,2016,Roadside Attractions,,,,,,,,,,,,,,,,,,,,,,3153157.0,,,,,,,,,,,,,,,,,,,,,,,,,,364526.0,,,,
11205,tt4094724,The Purge: Election Year,/movie/Purge-The-Election-Year,108,"Action,Horror,Sci-Fi",01,07,2016,Universal,,,,,,,,,,,,,,,,,,,,,,79042440.0,,,,,,,,,,,,,,,,,,,,,,,,,,9137854.0,,,,
11206,tt4832640,Sultan,/movie/Sultan-(India)-(2016),170,"Action,Drama,Sport",06,07,2016,Yash Raj Films,,,,,,,,,,,,,,,,,,,,,,5599781.0,,,,,,,,,,,,,,,,,,,,,,,,,,647373.0,,,,
11208,tt4438844,Indian Point,/movie/Indian-Point,94,"Documentary,News",08,07,2016,First Run Features,,,,,,,,,,,,,,,,,,,,,,7251.0,,,,,,,,,,,,,,,,,,,,,,,,,,838.0,,,,
11210,tt3339534,How He Fell in Love,/movie/How-He-Fell-in-Love,107,"Drama,Romance",08,07,2016,Monument Releasing,,,,,,,,,,,,,,,,,,,,,,17575.0,,,,,,,,,,,,,,,,,,,,,,,,,,2031.0,,,,
11211,tt5446858,Zero Days,/movie/Zero-Days-(2016),116,Documentary,08,07,2016,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,109649.0,,,,,,,,,,,,,,,,,,,,,,,,,,12676.0,,,,
11214,tt2709768,The Secret Life of Pets,/movie/Secret-Life-of-Pets-The,87,"Adventure,Animation,Comedy",08,07,2016,Universal,,,,,,,,,,,,,,,,,,,,,,368384330.0,,,,,,,,,,,,,,,,,,,,,,,,,,42587783.0,,,,
11215,tt3756788,Our Little Sister,/movie/Umimachi-Diary,127,"Drama,Family",08,07,2016,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,,,,467555.0,,,,,,,,,,,,,,,,,,,,,,,,,,54052.0,,,,
11216,tt4604496,Men go to Battle,/movie/Men-go-to-Battle,98,"Comedy,Drama,History",08,07,2016,Film Movement,,,,,,,,,,,,,,,,,,,,,,18006.0,,,,,,,,,,,,,,,,,,,,,,,,,,2081.0,,,,
11217,tt3553976,Captain Fantastic,/movie/Captain-Fantastic,118,"Comedy,Drama",08,07,2016,Bleecker Street,,,,,,,,,,,,,,,,,,,,,,5879835.0,,,,,,,,,,,,,,,,,,,,,,,,,,679749.0,,,,
11218,tt1355631,The Infiltrator,/movie/Infiltrator-The,127,"Biography,Crime,Drama",13,07,2016,Broad Green Pictures,,,,,,,,,,,,,,,,,,,,,,15436808.0,,,,,,,,,,,,,,,,,,,,,,,,,,1784602.0,,,,
11220,tt1856057,Phantom Boy,/movie/Phantom-Boy-(France),84,"Action,Adventure,Animation",15,07,2016,GKIDS,,,,,,,,,,,,,,,,,,,,,,34361.0,,,,,,,,,,,,,,,,,,,,,,,,,,3972.0,,,,
11222,tt1289401,Ghostbusters,/movie/Ghostbusters-(2016),117,"Action,Comedy,Fantasy",15,07,2016,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,128350574.0,,,,,,,,,,,,,,,,,,,,,,,,,,14838216.0,,,,
11223,tt3289728,Equals,/movie/Equals,101,"Drama,Romance,Sci-Fi",15,07,2016,A24,,,,,,,,,,,,,,,,,,,,,,33258.0,,,,,,,,,,,,,,,,,,,,,,,,,,3844.0,,,,
11224,tt5011290,Never Gone,/movie/So-Young-2-Never-Gone-(China),100,"Drama,Romance",15,07,2016,China Lion Film D…,,,,,,,,,,,,,,,,,,,,,,96421.0,,,,,,,,,,,,,,,,,,,,,,,,,,11146.0,,,,
11225,tt3172126,Undrafted,/movie/Undrafted,90,"Comedy,Drama,Sport",15,07,2016,Vertical Entertai…,,,,,,,,,,,,,,,,,,,,,,5777.0,,,,,,,,,,,,,,,,,,,,,,,,,,667.0,,,,
11226,tt2662710,Lucha Mexico,/movie/Lucha-Mexico,103,"Action,Documentary,Drama",15,07,2016,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,11722.0,,,,,,,,,,,,,,,,,,,,,,,,,,1355.0,,,,
11227,tt4513674,Café Society,/movie/Cafe-Society-(2016),96,"Comedy,Drama,Romance",15,07,2016,Lionsgate,,,,,,,,,,,,,,,,,,,,,,11103205.0,,,,,,,,,,,,,,,,,,,,,,,,,,1283607.0,,,,
11229,tt5071886,Kabali,/movie/Kabali,153,"Action,Crime,Drama",21,07,2016,Cinegalaxy,,,,,,,,,,,,,,,,,,,,,,3903095.0,,,,,,,,,,,,,,,,,,,,,,,,,,451224.0,,,,
11231,tt3263548,The Seventh Fire,/movie/Seventh-Fire-The-(2015),76,"Documentary,Drama,Family",22,07,2016,Film Movement,,,,,,,,,,,,,,,,,,,,,,29361.0,,,,,,,,,,,,,,,,,,,,,,,,,,3394.0,,,,
11232,tt2660888,Star Trek Beyond,/movie/Star-Trek-Beyond,122,"Action,Adventure,Sci-Fi",22,07,2016,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,158848340.0,,,,,,,,,,,,,,,,,,,,,,,,,,18363969.0,,,,
11233,tt2112096,Absolutely Fabulous: The Movie,/movie/Absolutely-Fabulous-The-Movie,91,"Comedy,Crime",22,07,2016,Fox Searchlight,,,,,,,,,,,,,,,,,,,,,,4772155.0,,,,,,,,,,,,,,,,,,,,,,,,,,551694.0,,,,
11234,tt5038358,News From Planet Mars,/movie/Des-nouvelles-de-la-planete-Mars-(France),101,"Comedy,Drama",22,07,2016,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,310.0,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,
11236,tt4972062,Don't Think Twice,/movie/Dont-Think-Twice-(2016),92,"Comedy,Drama",22,07,2016,Film Arcade,,,,,,,,,,,,,,,,,,,,,,4417983.0,,,,,,,,,,,,,,,,,,,,,,,,,,510749.0,,,,
11237,tt5882704,For a Few Bullets,/movie/For-a-Few-Bullets-(China),115,"Action,Comedy",22,07,2016,China Lion Film D…,,,,,,,,,,,,,,,,,,,,,,30142.0,,,,,,,,,,,,,,,,,,,,,,,,,,3484.0,,,,
11238,tt4079902,Hooligan Sparrow,/movie/Hooligan-Sparrow,84,"Crime,Documentary,Drama",22,07,2016,The Film Collabor…,,,,,,,,,,,,,,,,,,,,,,3000.0,,,,,,,,,,,,,,,,,,,,,,,,,,346.0,,,,
11239,tt4244162,Beta Test,/movie/Beta-Test,88,"Action,Sci-Fi,Thriller",22,07,2016,Mirror Images Ltd,,,,,,,,,,,,,,,,,,,,,,10104.0,,,,,,,,,,,,,,,,,,,,,,,,,,1168.0,,,,
11240,tt5700672,Train to Busan,/movie/Busanhaeng-(south-korea),118,"Action,Horror,Thriller",22,07,2016,Well Go USA,,,,,,,,,,,,,,,,,,,,,,2125786.0,3982.0,,,,,,,,,,,,,,,,,,,,,,,,,245755.0,443.0,,,
11241,tt3416828,Ice Age: Collision Course,/movie/Ice-Age-Collision-Course,94,"Adventure,Animation,Comedy",22,07,2016,20th Century Fox,,,,,,,,,,,,,,,,,,,,,,64063008.0,,,,,,,,,,,,,,,,,,,,,,,,,,7406128.0,,,,
11242,tt4853102,Batman: The Killing Joke,/movie/Batman-The-Killing-Joke,76,"Action,Animation,Crime",25,07,2016,Fathom Events,,,,,,,,,,,,,,,,,,,,,,3775000.0,,,,,,,,,,,,,,,,,,,,,,,,,,436416.0,,,,
11247,tt5164412,The Land,/movie/Land-The-(2016),104,Drama,29,07,2016,IFC Films,,,,,,,,,,,,,,,,,,,,,,43756.0,,,,,,,,,,,,,,,,,,,,,,,,,,5058.0,,,,
11248,tt3958780,Equity,/movie/Equity-(2016),100,Drama,29,07,2016,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,,,,1605463.0,,,,,,,,,,,,,,,,,,,,,,,,,,185602.0,,,,
11249,tt4632316,Gleason,/movie/Gleason,110,Documentary,29,07,2016,Open Road,,,,,,,,,,,,,,,,,,,,,,585233.0,,,,,,,,,,,,,,,,,,,,,,,,,,67656.0,,,,
11250,tt4196776,Jason Bourne,/movie/Jason-Bourne,123,"Action,Thriller",29,07,2016,Universal,,,,,,,,,,,,,,,,,,,,,,162192920.0,,,,,,,,,,,,,,,,,,,,,,,,,,18750626.0,,,,
11252,tt3679060,Dishoom,/movie/Dishoom-(India),124,"Action,Adventure,Comedy",29,07,2016,Eros Entertainment,,,,,,,,,,,,,,,,,,,,,,812737.0,,,,,,,,,,,,,,,,,,,,,,,,,,93958.0,,,,
11254,tt4651520,Bad Moms,/movie/Bad-Moms,100,Comedy,29,07,2016,STX Entertainment,,,,,,,,,,,,,,,,,,,,,,113257297.0,,,,,,,,,,,,,,,,,,,,,,,,,,13093329.0,,,,
11255,tt4193394,Indignation,/movie/Indignation,110,"Drama,Romance",29,07,2016,Roadside Attractions,,,,,,,,,,,,,,,,,,,,,,3401155.0,,,,,,,,,,,,,,,,,,,,,,,,,,393197.0,,,,
11256,tt5481184,League of Gods,/movie/Feng-Shen-Bang-(Hong-Kong),109,"Action,Fantasy",29,07,2016,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,143430.0,,,,,,,,,,,,,,,,,,,,,,,,,,16581.0,,,,
11257,tt4919484,Little Men,/movie/Little-Men-(2016),85,Drama,05,08,2016,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,702537.0,,,,,,,,,,,,,,,,,,,,,,,,,,81218.0,,,,
11258,tt3352034,Five Nights in Maine,/movie/Five-Nights-in-Maine,82,Drama,05,08,2016,FilmRise,,,,,,,,,,,,,,,,,,,,,,15587.0,,,,,,,,,,,,,,,,,,,,,,,,,,1801.0,,,,
11259,tt0067454,Multiple Maniacs,/movie/Multiple-Maniacs,91,"Comedy,Crime,Horror",05,08,2016,Janus Films,,,,,,,,,,,,,,,,,,,,,,33036.0,,,,,,,,,,,,,,,,,,,,,,,,,,3819.0,,,,
11260,tt4383594,Nine Lives,/movie/Nine-Lives-(2016),87,"Comedy,Drama,Family",05,08,2016,EuropaCorp,,,,,,,,,,,,,,,,,,,,,,19700032.0,,,,,,,,,,,,,,,,,,,,,,,,,,2277460.0,,,,
11261,tt3185602,Front Cover,/movie/Front-Cover,87,"Comedy,Drama,Romance",05,08,2016,Strand,,,,,,,,,,,,,,,,,,,,,,26409.0,,,,,,,,,,,,,,,,,,,,,,,,,,3053.0,,,,
11262,tt3731176,Misfortune,/movie/Misfortune-(2016),90,"Crime,Drama,Thriller",05,08,2016,Gunnison Galaxy,,,,,,,,,,,,,,,,,,,,,,903.0,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,
11265,tt1386697,Suicide Squad,/movie/Suicide-Squad,123,"Action,Adventure,Fantasy",05,08,2016,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,325100054.0,,,,,,,,,,,,,,,,,,,,,,,,,,37583821.0,,,,
11266,tt4426656,Neither Heaven Nor Earth,/movie/Ni-le-ciel-ni-la-terre-(France),100,"Drama,Fantasy,Mystery",05,08,2016,Film Movement,,,,,,,,,,,,,,,,,,,,,,12810.0,,,,,,,,,,,,,,,,,,,,,,,,,,1480.0,,,,
11267,tt1844790,The Black Dove,/movie/Black-Dove-The,111,Drama,12,08,2016,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,21900.0,881.0,,,,,,,,,,,,,,,,,,,,,,,,,2531.0,98.0,,,
