,tconst,movie,link,runtime,genres,day,month,year,dist,gross_1995,gross_1996,gross_1997,gross_1998,gross_1999,gross_2000,gross_2001,gross_2002,gross_2003,gross_2004,gross_2005,gross_2006,gross_2007,gross_2008,gross_2009,gross_2010,gross_2011,gross_2012,gross_2013,gross_2014,gross_2015,gross_2016,gross_2017,gross_2018,gross_2019,gross_2020,tickets_1995,tickets_1996,tickets_1997,tickets_1998,tickets_1999,tickets_2000,tickets_2001,tickets_2002,tickets_2003,tickets_2004,tickets_2005,tickets_2006,tickets_2007,tickets_2008,tickets_2009,tickets_2010,tickets_2011,tickets_2012,tickets_2013,tickets_2014,tickets_2015,tickets_2016,tickets_2017,tickets_2018,tickets_2019,tickets_2020
11268,tt3780754,The Lost Arcade,/movie/Lost-Arcade-The,79,Documentary,12,08,2016,26 Aries,,,,,,,,,,,,,,,,,,,,,,7500.0,,,,,,,,,,,,,,,,,,,,,,,,,,867.0,,,,
11269,tt5115546,Ghost Team,/movie/Ghost-Team-(2016),83,"Comedy,Thriller",12,08,2016,The Orchard,,,,,,,,,,,,,,,,,,,,,,6245.0,,,,,,,,,,,,,,,,,,,,,,,,,,721.0,,,,
11270,tt4190530,Anthropoid,/movie/Anthropoid,120,"Action,Biography,Drama",12,08,2016,Bleecker Street,,,,,,,,,,,,,,,,,,,,,,2963630.0,,,,,,,,,,,,,,,,,,,,,,,,,,342616.0,,,,
11271,tt2422276,This Last Lonely Place,/movie/This-Last-Lonely-Place,85,"Crime,Drama,Thriller",12,08,2016,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,19993.0,514.0,,,,,,,,,,,,,,,,,,,,,,,,,2311.0,57.0,,,
11272,tt2788732,Pete's Dragon,/movie/Petes-Dragon-(2016),102,"Action,Adventure,Comedy",12,08,2016,Walt Disney,,,,,,,,,,,,,,,,,,,,,,76233151.0,,,,,,,,,,,,,,,,,,,,,,,,,,8813081.0,,,,
11273,tt5165344,Rustom,/movie/Rustom,148,"Crime,Drama,Thriller",12,08,2016,Independent Indian,,,,,,,,,,,,,,,,,,,,,,880000.0,,,,,,,,,,,,,,,,,,,,,,,,,,101734.0,,,,
11274,tt4085084,Disorder,/movie/Maryland-(2015),98,"Drama,Thriller",12,08,2016,IFC Films,,,,,,,,,,,,,,,,,,,,,,42956.0,,,,,,,,,,,,,,,,,,,,,,,,,,4966.0,,,,
11275,tt3859980,Mohenjo Daro,/movie/Mohenjo-Daro,155,"Action,Adventure,Drama",12,08,2016,UTV Communications,,,,,,,,,,,,,,,,,,,,,,1264339.0,,,,,,,,,,,,,,,,,,,,,,,,,,146166.0,,,,
11276,tt1700841,Sausage Party,/movie/Sausage-Party,89,"Adventure,Animation,Comedy",12,08,2016,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,97670358.0,,,,,,,,,,,,,,,,,,,,,,,,,,11291370.0,,,,
11277,tt3478962,My King,/movie/Mon-roi,124,"Drama,Romance",12,08,2016,Film Movement,,,,,,,,,,,,,,,,,,,,,,54114.0,,,,,,,,,,,,,,,,,,,,,,,,,,6255.0,,,,
11278,tt2582782,Hell or High Water,/movie/Hell-or-High-Water,102,"Action,Crime,Drama",12,08,2016,Lionsgate,,,,,,,,,,,,,,,,,,,,,,27007844.0,,,,,,,,,,,,,,,,,,,,,,,,,,3122294.0,,,,
11279,tt4136084,Florence Foster Jenkins,/movie/Florence-Foster-Jenkins,111,"Biography,Comedy,Drama",12,08,2016,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,27383770.0,,,,,,,,,,,,,,,,,,,,,,,,,,3165753.0,,,,
11280,tt3362124,Love Me True,/movie/Love-Me-True,88,"Comedy,Drama,Romance",12,08,2016,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,20100.0,,,,,,,,,,,,,,,,,,,,,,,,,,2323.0,,,,
11281,tt5275314,My Best Friend's Wedding,/movie/My-Best-Friends-Wedding-(China-2016),91,"Comedy,Romance",12,08,2016,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,77043.0,,,,,,,,,,,,,,,,,,,,,,,,,,8906.0,,,,
11282,tt0045205,Sudden Fear,/movie/Sudden-Fear-(1952),110,"Film-Noir,Thriller",12,08,2016,Cohen Media Group,,,,,,,,,,,,,,,,,,,,,,24476.0,,,,,,,,,,,,,,,,,,,,,,,,,,2829.0,,,,
11283,tt5278932,When Two Worlds Collide,/movie/When-Two-Worlds-Collide,103,Documentary,17,08,2016,First Run Features,,,,,,,,,,,,,,,,,,,,,,12080.0,,,,,,,,,,,,,,,,,,,,,,,,,,1396.0,,,,
11284,tt4171876,Sweet Sixteen,/movie/Xia-You-Qiao-Mu-(China),93,"Drama,Romance",17,08,2016,China Lion Film D…,,,,,,,,,,,,,,,,,,,,,,31538.0,,,,,,,,,,,,,,,,,,,,,,,,,,3646.0,,,,
11286,tt5472758,Happy Bhaag Jayegi,/movie/Happy-Bhaag-Jayegi-(India),126,"Comedy,Romance",19,08,2016,Eros Entertainment,,,,,,,,,,,,,,,,,,,,,,351840.0,,,,,,,,,,,,,,,,,,,,,,,,,,40675.0,,,,
11288,tt2005151,War Dogs,/movie/War-Dogs,114,"Biography,Comedy,Crime",19,08,2016,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,43034523.0,,,,,,,,,,,,,,,,,,,,,,,,,,4975089.0,,,,
11289,tt4302938,Kubo and the Two Strings,/movie/Kubo-and-the-Two-Strings,101,"Action,Adventure,Animation",19,08,2016,Focus Features,,,,,,,,,,,,,,,,,,,,,,48023088.0,,,,,,,,,,,,,,,,,,,,,,,,,,5551802.0,,,,
11290,tt2638144,Ben-Hur,/movie/Ben-Hur-(2016),123,"Action,Adventure,Drama",19,08,2016,Paramount Pictures,,,,,,,,,,,,,,,,,,,,,,26410477.0,,,,,,,,,,,,,,,,,,,,,,,,,,3053234.0,,,,
11291,tt4428762,Down by Love,/movie/Eperdument,110,"Biography,Drama,Romance",19,08,2016,Distrib Films,,,,,,,,,,,,,,,,,,,,,,675.0,,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,
11293,tt2910168,A Small Good Thing,/movie/Small-Good-Thing-A,71,"Documentary,History,News",19,08,2016,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,1196.0,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,,,,
11294,tt6244898,Never,/movie/Never-(2016),106,"Drama,War",19,08,2016,Indican Pictures,,,,,,,,,,,,,,,,,,,,,,18810.0,1621.0,,,,,,,,,,,,,,,,,,,,,,,,,2174.0,180.0,,,
11295,tt1135989,A Tale of Love and Darkness,/movie/Tale-of-Love-and-Darkness-A,95,"Biography,Drama,History",19,08,2016,Focus World,,,,,,,,,,,,,,,,,,,,,,572212.0,,,,,,,,,,,,,,,,,,,,,,,,,,66151.0,,,,
11297,tt3652862,Morris from America,/movie/Morris-from-America,91,"Comedy,Drama,Romance",19,08,2016,A24,,,,,,,,,,,,,,,,,,,,,,91151.0,,,,,,,,,,,,,,,,,,,,,,,,,,10537.0,,,,
11298,tt5254640,Spa Night,/movie/Spa-Night,93,Drama,19,08,2016,Strand,,,,,,,,,,,,,,,,,,,,,,38578.0,,,,,,,,,,,,,,,,,,,,,,,,,,4459.0,,,,
11300,tt5971724,Seed: The Untold Story,/movie/Seed-The-Untold-Story,94,Documentary,22,08,2016,Collective Eye,,,,,,,,,,,,,,,,,,,,,,145001.0,442.0,,,,,,,,,,,,,,,,,,,,,,,,,16763.0,49.0,,,
11301,tt4230700,Complete Unknown,/movie/Complete-Unknown,91,"Drama,Mystery",26,08,2016,IFC Films,,,,,,,,,,,,,,,,,,,,,,187145.0,,,,,,,,,,,,,,,,,,,,,,,,,,21635.0,,,,
11302,tt4258698,Southside with You,/movie/Southside-with-You,84,"Biography,Drama,History",26,08,2016,Roadside Attractions,,,,,,,,,,,,,,,,,,,,,,6304223.0,,,,,,,,,,,,,,,,,,,,,,,,,,728811.0,,,,
11303,tt3013610,Mia madre,/movie/Mia-madre,106,Drama,26,08,2016,Music Box Films,,,,,,,,,,,,,,,,,,,,,,303002.0,,,,,,,,,,,,,,,,,,,,,,,,,,35029.0,,,,
11304,tt1781827,Hands of Stone,/movie/Hands-of-Stone,111,"Biography,Drama,Sport",26,08,2016,Weinstein Co.,,,,,,,,,,,,,,,,,,,,,,4712792.0,,,,,,,,,,,,,,,,,,,,,,,,,,544831.0,,,,
11305,tt2950418,Greater,/movie/Greater,130,"Biography,Family,Sport",26,08,2016,Hammond Entertain…,,,,,,,,,,,,,,,,,,,,,,2000093.0,,,,,,,,,,,,,,,,,,,,,,,,,,231224.0,,,,
11306,tt5278592,Kate Plays Christine,/movie/Kate-Plays-Christine,112,"Biography,Documentary,Drama",26,08,2016,Grasshopper Film,,,,,,,,,,,,,,,,,,,,,,25564.0,,,,,,,,,,,,,,,,,,,,,,,,,,2955.0,,,,
11307,tt3450900,The Sea of Trees,/movie/Sea-of-Trees-The,110,"Drama,Fantasy,Mystery",26,08,2016,A24,,,,,,,,,,,,,,,,,,,,,,20444.0,,,,,,,,,,,,,,,,,,,,,,,,,,2363.0,,,,
11308,tt3714720,The Hollars,/movie/Hollars-The,88,"Comedy,Drama,Romance",26,08,2016,Sony Pictures Cla…,,,,,,,,,,,,,,,,,,,,,,1016985.0,,,,,,,,,,,,,,,,,,,,,,,,,,117570.0,,,,
11309,tt4872078,The Intervention,/movie/Intervention-The-(2016),90,"Comedy,Drama",26,08,2016,Samuel Goldwyn Films,,,,,,,,,,,,,,,,,,,,,,32919.0,,,,,,,,,,,,,,,,,,,,,,,,,,3805.0,,,,
11310,tt5910280,Tunnel,/movie/Tunnel-(South-Korea),126,"Action,Drama",26,08,2016,Well Go USA,,,,,,,,,,,,,,,,,,,,,,568876.0,,,,,,,,,,,,,,,,,,,,,,,,,,65766.0,,,,
11311,tt5066818,Remember the Goal,/movie/Remember-the-Goal,88,Drama,26,08,2016,Five & Two Pictures,,,,,,,,,,,,,,,,,,,,,,109815.0,8652.0,,,,,,,,,,,,,,,,,,,,,,,,,12695.0,964.0,,,
11312,tt4160708,Don't Breathe,/movie/Dont-Breathe,88,"Crime,Horror,Thriller",26,08,2016,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,89217875.0,,,,,,,,,,,,,,,,,,,,,,,,,,10314205.0,,,,
11313,tt3522806,Mechanic: Resurrection,/movie/Mechanic-Resurrection,98,"Action,Adventure,Crime",26,08,2016,Lionsgate,,,,,,,,,,,,,,,,,,,,,,21218403.0,,,,,,,,,,,,,,,,,,,,,,,,,,2452994.0,,,,
11315,tt2675914,In Order of Disappearance,/movie/Kraftidioten,116,"Action,Crime,Drama",26,08,2016,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,50255.0,,,,,,,,,,,,,,,,,,,,,,,,,,5809.0,,,,
11316,tt4633036,Generation Found,/movie/Generation-Found,85,Documentary,29,08,2016,Gathr Films,,,,,,,,,,,,,,,,,,,,,,151751.0,,,,,,,,,,,,,,,,,,,,,,,,,,17543.0,,,,
11318,tt3835080,31,/movie/31-(2016),102,"Horror,Thriller",01,09,2016,Saban Films,,,,,,,,,,,,,,,,,,,,,,779820.0,,,,,,,,,,,,,,,,,,,,,,,,,,90152.0,,,,
11319,tt5259966,No Manches Frida,/movie/No-Manches-Frida,114,"Comedy,Romance",02,09,2016,Lionsgate,,,,,,,,,,,,,,,,,,,,,,11528613.0,,,,,,,,,,,,,,,,,,,,,,,,,,1332787.0,,,,
11320,tt2611160,A Beautiful Now,/movie/Beautiful-Now-A,90,"Comedy,Drama,Music",02,09,2016,Monterey Media,,,,,,,,,,,,,,,,,,,,,,1714.0,,,,,,,,,,,,,,,,,,,,,,,,,,198.0,,,,
11321,tt2238032,Skiptrace,/movie/Skiptrace,107,"Action,Adventure,Comedy",02,09,2016,Saban Films,,,,,,,,,,,,,,,,,,,,,,1792.0,,,,,,,,,,,,,,,,,,,,,,,,,,207.0,,,,
11322,tt4520364,Morgan,/movie/Morgan,92,"Action,Horror,Sci-Fi",02,09,2016,20th Century Fox,,,,,,,,,,,,,,,,,,,,,,3915251.0,,,,,,,,,,,,,,,,,,,,,,,,,,452630.0,,,,
11323,tt5465370,Naam Hai Akira,/movie/Naam-Hai-Akira-(Hindi),137,"Action,Thriller",02,09,2016,FIP,,,,,,,,,,,,,,,,,,,,,,219401.0,,,,,,,,,,,,,,,,,,,,,,,,,,25364.0,,,,
11324,tt4585660,Klown Forever,/movie/Klovn-Forever,99,"Comedy,Drama",02,09,2016,Drafthouse Films,,,,,,,,,,,,,,,,,,,,,,5700.0,,,,,,,,,,,,,,,,,,,,,,,,,,658.0,,,,
11325,tt4129870,White Girl,/movie/White-Girl,88,"Crime,Drama",02,09,2016,FilmRise,,,,,,,,,,,,,,,,,,,,,,200242.0,,,,,,,,,,,,,,,,,,,,,,,,,,23149.0,,,,
11326,tt1439558,Max Rose,/movie/Max-Rose,83,Drama,02,09,2016,Paladin,,,,,,,,,,,,,,,,,,,,,,66880.0,,,,,,,,,,,,,,,,,,,,,,,,,,7731.0,,,,
11327,tt2547584,The Light Between Oceans,/movie/Light-Between-Oceans-The,133,"Drama,Romance",02,09,2016,Walt Disney,,,,,,,,,,,,,,,,,,,,,,12545979.0,,,,,,,,,,,,,,,,,,,,,,,,,,1450402.0,,,,
11328,tt3878978,Reparation,/movie/Reparation-(2015),105,"Drama,Mystery,Thriller",04,09,2016,Red Dirt Pictures,,,,,,,,,,,,,,,,,,,,,,8752.0,,,,,,,,,,,,,,,,,,,,,,,,,,1011.0,,,,
11330,tt3263904,Sully,/movie/Sully,96,"Biography,Drama",09,09,2016,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,124976335.0,93698.0,,,,,,,,,,,,,,,,,,,,,,,,,14448131.0,10446.0,,,
11331,tt2364897,The Disappointments Room,/movie/Disappointments-Room-The,91,"Drama,Horror,Thriller",09,09,2016,Relativity,,,,,,,,,,,,,,,,,,,,,,2423467.0,,,,,,,,,,,,,,,,,,,,,,,,,,280169.0,,,,
11332,tt1389139,When the Bough Breaks,/movie/When-the-Bough-Breaks,107,"Drama,Thriller",09,09,2016,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,29747603.0,,,,,,,,,,,,,,,,,,,,,,,,,,3439029.0,,,,
11333,tt4572820,For the Love of Spock,/movie/For-the-Love-of-Spock,111,"Biography,Documentary",09,09,2016,Gravitas Ventures,,,,,,,,,,,,,,,,,,,,,,80141.0,,,,,,,,,,,,,,,,,,,,,,,,,,9264.0,,,,
11334,tt5197544,Baar Baar Dekho,/movie/Baar-Baar-Dekho-(India),141,"Action,Comedy,Drama",09,09,2016,Eros Entertainment,,,,,,,,,,,,,,,,,,,,,,981947.0,,,,,,,,,,,,,,,,,,,,,,,,,,113519.0,,,,
11335,tt4254584,Kicks,/movie/Kicks,80,"Adventure,Drama",09,09,2016,Focus World,,,,,,,,,,,,,,,,,,,,,,150191.0,,,,,,,,,,,,,,,,,,,,,,,,,,17363.0,,,,
11336,tt5278462,Author: The JT LeRoy Story,/movie/Author-The-JT-LeRoy-Story,110,"Biography,Documentary",09,09,2016,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,85999.0,,,,,,,,,,,,,,,,,,,,,,,,,,9942.0,,,,
11337,tt3304524,Landfill Harmonic,/movie/Landfill-Harmonic,84,"Biography,Documentary,Drama",09,09,2016,The Film Collabor…,,,,,,,,,,,,,,,,,,,,,,17205.0,,,,,,,,,,,,,,,,,,,,,,,,,,1989.0,,,,
11338,tt4158876,Other People,/movie/Other-People,97,"Comedy,Drama",09,09,2016,Self Distributed,,,,,,,,,,,,,,,,,,,,,,91441.0,,,,,,,,,,,,,,,,,,,,,,,,,,10571.0,,,,
11339,tt2296747,Come What May,/movie/Mai-fais-ce-qu-il-te-plait-en-(France),114,"Drama,War",09,09,2016,Cohen Media Group,,,,,,,,,,,,,,,,,,,,,,37858.0,,,,,,,,,,,,,,,,,,,,,,,,,,4376.0,,,,
11340,tt5375040,Cameraperson,/movie/Cameraperson,102,Documentary,09,09,2016,Janus Films,,,,,,,,,,,,,,,,,,,,,,102033.0,,,,,,,,,,,,,,,,,,,,,,,,,,11795.0,,,,
11341,tt3913244,The Carer,/movie/Carer-The-(UK),89,"Comedy,Drama",09,09,2016,Corinth Films ,,,,,,,,,,,,,,,,,,,,,,5102.0,,,,,,,,,,,,,,,,,,,,,,,,,,589.0,,,,
11343,tt5973508,The Map Against the World,/movie/Map-Against-the-World-The-(S-Korea),129,"Drama,History",09,09,2016,CJ Entertainment,,,,,,,,,,,,,,,,,,,,,,32893.0,,,,,,,,,,,,,,,,,,,,,,,,,,3802.0,,,,
11344,tt4400174,As I Open My Eyes,/movie/A-peine-jouvre-les-yeux,102,"Drama,Music",09,09,2016,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,30989.0,,,,,,,,,,,,,,,,,,,,,,,,,,3582.0,,,,
11345,tt5947416,The Last Princess,/movie/Deok-hye-ong-ju-(South-Korea),127,"Action,Biography,Drama",09,09,2016,CJ Entertainment,,,,,,,,,,,,,,,,,,,,,,25753.0,,,,,,,,,,,,,,,,,,,,,,,,,,2977.0,,,,
11346,tt4731008,The Wild Life,/movie/Robinson-Crusoe-(2015),91,"Adventure,Animation,Comedy",09,09,2016,Lionsgate,,,,,,,,,,,,,,,,,,,,,,8005586.0,,,,,,,,,,,,,,,,,,,,,,,,,,925501.0,,,,
11348,tt5598206,Command and Control,/movie/Command-and-Control,92,"Documentary,History",14,09,2016,PBS Distribution,,,,,,,,,,,,,,,,,,,,,,57635.0,,,,,,,,,,,,,,,,,,,,,,,,,,6663.0,,,,
11349,tt3222852,Victor,/movie/Victor-(2015),105,"Biography,Crime,Drama",15,09,2016,CanZion Films,,,,,,,,,,,,,,,,,,,,,,102384.0,,,,,,,,,,,,,,,,,,,,,,,,,,11836.0,,,,
11350,tt4196848,Mr. Church,/movie/Mr-Church,104,"Comedy,Drama",16,09,2016,Cinelou Releasing,,,,,,,,,,,,,,,,,,,,,,685780.0,,,,,,,,,,,,,,,,,,,,,,,,,,79280.0,,,,
11351,tt1273219,The Last Film Festival,/movie/Last-Film-Festival-The,90,Comedy,16,09,2016,Monterey Media,,,,,,,,,,,,,,,,,,,,,,3558.0,,,,,,,,,,,,,,,,,,,,,,,,,,411.0,,,,
11352,tt6067462,Cock and Bull,/movie/Cock-and-Bull-(China),110,Crime,16,09,2016,China Lion Film D…,,,,,,,,,,,,,,,,,,,,,,82778.0,,,,,,,,,,,,,,,,,,,,,,,,,,9569.0,,,,
11353,tt1473832,Bridget Jones's Baby,/movie/Bridget-Joness-Baby,123,"Comedy,Drama,Romance",16,09,2016,Universal,,,,,,,,,,,,,,,,,,,,,,24139805.0,,,,,,,,,,,,,,,,,,,,,,,,,,2790728.0,,,,
11354,tt1655461,Wild Oats,/movie/Wild-Oats,86,"Action,Adventure,Comedy",16,09,2016,Weinstein Co.,,,,,,,,,,,,,,,,,,,,,,40598.0,,,,,,,,,,,,,,,,,,,,,,,,,,4693.0,,,,
11355,tt3850544,Hillsong: Let Hope Rise,/movie/Hillsong-Let-Hope-Rise,103,"Documentary,Family,Music",16,09,2016,Pure Flix Enterta…,,,,,,,,,,,,,,,,,,,,,,2394725.0,,,,,,,,,,,,,,,,,,,,,,,,,,276846.0,,,,
11357,tt4938484,Silicon Cowboys,/movie/Silicon-Cowboys,77,"Documentary,History",16,09,2016,FilmRise,,,,,,,,,,,,,,,,,,,,,,8239.0,,,,,,,,,,,,,,,,,,,,,,,,,,952.0,,,,
11358,tt4239726,Tanna,/movie/Tanna,104,"Adventure,Drama,Romance",16,09,2016,Lightyear Enterta…,,,,,,,,,,,,,,,,,,,,,,5711.0,,,,,,,,,,,,,,,,,,,,,,,,,,660.0,,,,
11359,tt2693580,Miss Stevens,/movie/Miss-Stevens,86,"Comedy,Drama",16,09,2016,The Orchard,,,,,,,,,,,,,,,,,,,,,,4611.0,,,,,,,,,,,,,,,,,,,,,,,,,,533.0,,,,
11360,tt5791932,3 Weeks in Yerevan,/movie/3-Weeks-in-Yerevan,92,Comedy,16,09,2016,Richmond Media En…,,,,,,,,,,,,,,,,,,,,,,29245.0,,,,,,,,,,,,,,,,,,,,,,,,,,3380.0,,,,
11361,tt4196832,Is That a Gun in Your Pocket?,/movie/Is-That-a-Gun-in-Your-Pocket,95,Comedy,16,09,2016,Area 23a,,,,,,,,,,,,,,,,,,,,,,39928.0,,,,,,,,,,,,,,,,,,,,,,,,,,4615.0,,,,
11362,tt3774114,Snowden,/movie/Snowden,134,"Biography,Crime,Drama",16,09,2016,Open Road,,,,,,,,,,,,,,,,,,,,,,21587519.0,,,,,,,,,,,,,,,,,,,,,,,,,,2495666.0,,,,
11363,tt1540011,Blair Witch,/movie/Blair-Witch-(2016),89,"Horror,Mystery,Thriller",16,09,2016,Lionsgate,,,,,,,,,,,,,,,,,,,,,,20777061.0,,,,,,,,,,,,,,,,,,,,,,,,,,2401972.0,,,,
11364,tt4862478,Embrace,/movie/Embrace-(Australia),90,Documentary,19,09,2016,Gathr Films,,,,,,,,,,,,,,,,,,,,,,412340.0,,,,,,,,,,,,,,,,,,,,,,,,,,47669.0,,,,
11365,tt4685270,The Ruins of Lifta,/movie/Ruins-of-Lifta-The,77,"Biography,Documentary,Drama",23,09,2016,First Run Features,,,,,,,,,,,,,,,,,,,,,,11548.0,,,,,,,,,,,,,,,,,,,,,,,,,,1335.0,,,,
11368,tt4601102,Made in France,/movie/Made-in-France,89,"Crime,Drama,Thriller",23,09,2016,Under the Milky Way,,,,,,,,,,,,,,,,,,,,,,9117.0,,,,,,,,,,,,,,,,,,,,,,,,,,1053.0,,,,
11370,tt2910904,The Dressmaker,/movie/Dressmaker-The,119,"Comedy,Drama",23,09,2016,Broad Green Pictures,,,,,,,,,,,,,,,,,,,,,,2022115.0,,,,,,,,,,,,,,,,,,,,,,,,,,233770.0,,,,
11371,tt4624424,Storks,/movie/Storks,87,"Adventure,Animation,Comedy",23,09,2016,Warner Bros.,,,,,,,,,,,,,,,,,,,,,,72414850.0,264428.0,,,,,,,,,,,,,,,,,,,,,,,,,8371659.0,29479.0,,,
11372,tt2404435,The Magnificent Seven,/movie/Magnificent-Seven-The-(2016),132,"Action,Adventure,Western",23,09,2016,Sony Pictures,,,,,,,,,,,,,,,,,,,,,,93420253.0,12402.0,,,,,,,,,,,,,,,,,,,,,,,,,10800029.0,1383.0,,,
11374,tt5142216,Auto Shop of Horrors,/movie/Auto-Shop-of-Horrors,87,"Comedy,Horror",23,09,2016,Driving With Our …,,,,,,,,,,,,,,,,,,,,,,4300.0,,,,,,,,,,,,,,,,,,,,,,,,,,497.0,,,,
11376,tt4914580,The Age of Shadows,/movie/Age-of-Shadows-The-(South-Korea),140,"Action,Drama,Thriller",23,09,2016,CJ Entertainment,,,,,,,,,,,,,,,,,,,,,,540268.0,,,,,,,,,,,,,,,,,,,,,,,,,,62458.0,,,,
11377,tt5755606,Banjo,/movie/Banjo,137,"Action,Drama,Music",23,09,2016,Eros Entertainment,,,,,,,,,,,,,,,,,,,,,,25140.0,,,,,,,,,,,,,,,,,,,,,,,,,,2906.0,,,,
11378,tt5535726,Generation Startup,/movie/Generation-Startup,93,Documentary,23,09,2016,Long Shot Factory,,,,,,,,,,,,,,,,,,,,,,22271.0,,,,,,,,,,,,,,,,,,,,,,,,,,2574.0,,,,
11379,tt3955894,Girl Asleep,/movie/Girl-Asleep,77,"Comedy,Family,Fantasy",23,09,2016,Oscilloscope Pict…,,,,,,,,,,,,,,,,,,,,,,60289.0,,,,,,,,,,,,,,,,,,,,,,,,,,6969.0,,,,
11381,tt3638396,Closet Monster,/movie/Closet-Monster,90,"Drama,Fantasy,Mystery",23,09,2016,Strand,,,,,,,,,,,,,,,,,,,,,,42166.0,,,,,,,,,,,,,,,,,,,,,,,,,,4874.0,,,,
11382,tt4365518,Sand Storm,/movie/Sufat-Chol,87,Drama,28,09,2016,Kino Lorber,,,,,,,,,,,,,,,,,,,,,,86800.0,,,,,,,,,,,,,,,,,,,,,,,,,,10034.0,,,,
11383,tt4923042,Tharlo,/movie/Tharlo,123,Drama,28,09,2016,Icarus Films,,,,,,,,,,,,,,,,,,,,,,16522.0,,,,,,,,,,,,,,,,,,,,,,,,,,1910.0,,,,
11384,tt1860357,Deepwater Horizon,/movie/Deepwater-Horizon,107,"Action,Drama,History",30,09,2016,Lionsgate,,,,,,,,,,,,,,,,,,,,,,61433527.0,,,,,,,,,,,,,,,,,,,,,,,,,,7102141.0,,,,
11386,tt3721936,American Honey,/movie/American-Honey,163,"Adventure,Drama,Romance",30,09,2016,A24,,,,,,,,,,,,,,,,,,,,,,663247.0,,,,,,,,,,,,,,,,,,,,,,,,,,76675.0,,,,
11387,tt4504626,Among the Believers,/movie/Among-the-Believers,84,"Biography,Documentary,News",30,09,2016,First Run Features,,,,,,,,,,,,,,,,,,,,,,4189.0,,,,,,,,,,,,,,,,,,,,,,,,,,484.0,,,,
11389,tt5557976,Do Not Resist,/movie/Do-Not-Resist-(2016),72,Documentary,30,09,2016,Vanish Films,,,,,,,,,,,,,,,,,,,,,,71195.0,1596.0,,,,,,,,,,,,,,,,,,,,,,,,,8230.0,177.0,,,
11390,tt4080728,A Man Called Ove,/movie/man-som-heter-Ove-En,116,"Comedy,Drama,Romance",30,09,2016,Music Box Films,,,,,,,,,,,,,,,,,,,,,,3336006.0,143309.0,,,,,,,,,,,,,,,,,,,,,,,,,385665.0,15976.0,,,
11391,tt4169250,M.S. Dhoni: The Untold Story,/movie/M-S-Dhoni-The-Untold-Story,184,"Biography,Drama,Sport",30,09,2016,FIP,,,,,,,,,,,,,,,,,,,,,,1801550.0,,,,,,,,,,,,,,,,,,,,,,,,,,208271.0,,,,
11392,tt5777992,Theo Who Lived,/movie/Theo-Who-Lived,86,Documentary,30,09,2016,Zeitgeist,,,,,,,,,,,,,,,,,,,,,,11271.0,,,,,,,,,,,,,,,,,,,,,,,,,,1303.0,,,,
11393,tt2461150,Masterminds,/movie/Masterminds-(2015),95,"Biography,Comedy,Crime",30,09,2016,Relativity,,,,,,,,,,,,,,,,,,,,,,17356894.0,,,,,,,,,,,,,,,,,,,,,,,,,,2006577.0,,,,
11394,tt4485246,Danny Says,/movie/Danny-Says,105,"Biography,Documentary,History",30,09,2016,Magnolia Pictures,,,,,,,,,,,,,,,,,,,,,,44213.0,,,,,,,,,,,,,,,,,,,,,,,,,,5111.0,,,,
11395,tt6074202,I Belonged to You,/movie/Cong-Ni-De-Qun-Shi-Jie-Lu-Guo-(China),112,"Drama,Romance",30,09,2016,China Lion Film D…,,,,,,,,,,,,,,,,,,,,,,743507.0,,,,,,,,,,,,,,,,,,,,,,,,,,85954.0,,,,
11397,tt2898306,Harry & Snowman,/movie/Harry-and-Snowman,84,"Biography,Documentary,Drama",30,09,2016,FilmRise,,,,,,,,,,,,,,,,,,,,,,552614.0,9545.0,,,,,,,,,,,,,,,,,,,,,,,,,63886.0,1064.0,,,
11398,tt6044910,Operation Mekong,/movie/Operation-Mekong,124,"Action,Adventure,Crime",30,09,2016,Well Go USA,,,,,,,,,,,,,,,,,,,,,,800012.0,,,,,,,,,,,,,,,,,,,,,,,,,,92486.0,,,,
11402,tt4331970,Being 17,/movie/Quand-on-a-17-ans-(France),116,"Drama,Romance",07,10,2016,Strand,,,,,,,,,,,,,,,,,,,,,,52713.0,,,,,,,,,,,,,,,,,,,,,,,,,,6093.0,,,,
11403,tt4947738,Spirit of the Game,/movie/Spirit-of-the-Game,98,Biography,07,10,2016,Pure Flix / Samue…,,,,,,,,,,,,,,,,,,,,,,222565.0,,,,,,,,,,,,,,,,,,,,,,,,,,25730.0,,,,
